Daily Date,Share Code,Year High (GH¢),Year Low (GH¢),Previous Closing Price - VWAP (GH¢),Opening Price (GH¢),Last Transaction Price (GH¢),Closing Price - VWAP (GH¢),Price Change (GH¢),Closing Bid Price (GH¢),Closing Offer Price (GH¢),Total Shares Traded,Total Value Traded (GH¢)
05/01/2026,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.00,0.00
02/01/2026,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.00,0.00
31/12/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.00,0.00
30/12/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.00,0.00
29/12/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.00,0.00
22/12/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0,0
23/12/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0,0
24/12/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0,0
19/12/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.00,0.00
18/12/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.00,0.00
30/09/2025,PBC,480.0,9.6,0.0,,0.00,,-0.2366,,,,
18/07/2025,PBC,480.0,9.6,0.0,,0.00,,-0.2366,,,,
07/11/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,,0.00,0.00
06/11/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,,0.00,0.00
03/11/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,,100.00,2.00
02/11/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,,0.00,0.00
01/11/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,,0.00,0.00
31/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,,0.00,0.00
30/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,,0.00,0.00
27/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,,0.00,0.00
26/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,,"19,710.00",394.20
25/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,,"24,034.00",480.68
24/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,,0.00,0.00
23/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,55.00,1.10
20/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,10.00,0.20
19/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
18/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,100.00,2.00
17/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,500.00,10.00
16/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
13/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,"19,600.00",392.00
12/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,"1,502.00",30.04
11/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,50.00,1.00
10/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,"2,000.00",40.00
09/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,120.00,2.40
06/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,500.00,10.00
05/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,21.00,0.42
04/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,"1,390.00",27.80
03/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,"5,415.00",108.30
02/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
29/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,80.00,1.60
28/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,20.00,0.40
27/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,305.00,6.10
26/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
25/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,47.00,0.94
22/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,193.00,3.86
20/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
19/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,50.00,1.00
18/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,"4,100.00",82.00
15/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,790.00,15.80
14/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
13/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,"1,452.00",29.04
12/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
11/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,"2,201.00",44.02
08/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,300.00,6.00
07/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
06/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,"1,000.00",20.00
05/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,"4,000.00",80.00
04/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
01/09/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,105.00,2.10
30/08/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
29/08/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
28/08/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
25/08/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,"1,500.00",30.00
24/08/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,200.00,4.00
23/08/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,"1,100.00",22.00
22/08/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,5.00,0.10
21/08/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
18/08/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,810.00,16.20
16/08/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,0.02,0.00,0.00
